QID,Brand,Model,Question,Dialogue,Report,,,,,,,
Q77218,长安欧尚,长安之星,是新长安之星，车子放在路边一会儿，回来就打不燃火，开钥匙没有听见油泵工作，保险继电器完好，高压油管也来油了，但是喷油嘴不喷油，检查喷油嘴插头没通电，高压线圈也没有通电，电瓶电压充足，线路没有明显破损，这是哪里的问题？,技师说：检查曲轴位置传感器是否损坏|车主说：用解码器没有读出这个故障，|技师说：有时候就不出故障，你测量下电阻有多大|技师说：再一个检查汽油泵泵电过去没有|车主说：汽油泵通电了的，只不过现在一只响，拔了钥匙也是，拆了保险就不响了|技师说：跳火不|车主说：不|技师说：我还是怀疑曲轴位置传感器|车主说：电路方面不擅长……|技师说：那也首先的测量下电阻，不然你就更换曲轴位置传感器|车主说：以前在长安遇着一个，不过解码器读出来有故障，然后把曲轴位置传感器线路位置挪了一个地方就好了|技师说：恩，先排除曲轴位置传感器|车主说：我先用蜂鸣检查一下喷油嘴和高压线圈的线路|技师说：车辆故障排除没有？|车主说：解决了是主继电器线路短路了,检查曲轴位置传感器是否损坏，一般是这个传感器导致的,,,,,,,
Q37524,大众,朗逸,冬天冷车放暖车库里车外面起水吗？会容易生锈吗？谢谢,技师说：你好，这种情况不会有什么影响的，只有下雨之类的有水刹车这些才会起锈，不过也没有影响的|车主说：哦、一点影响没有吗？我有点担心啊??|技师说：没有影响的|车主说：那就放心了谢谢了|技师说：不客气,不会有其他影响，，正常用就行,,,,,,,
Q9662,比亚迪,比亚迪F3,求大神讲解：08年比亚迪f3在路上踩离合的时候把离合拔叉踩断了，求大神讲解一下如何更换离合拔叉,技师说：[语音]|技师说：[语音]|车主说：嗯，好的明白了。谢谢师傅！|技师说：您客气，有问题再沟通交流。,这种情况得需要将变速器拆下来之后才可以更换，拆装的部件非常多，包括驱动轴起动机连接在变速器上的一些部件全部要拆除，估计时间的话怎么也要半天的时间吧。,,,,,,,
Q25410,吉利汽车,博越,侧滑灯亮，横摆角传感器是什么,技师说：你好，是电子稳定控制系统的一个传感器。|车主说：在什么地方|技师说：车身稳定系统的传感器，如果检测的车身有横向倾斜迹象，电脑会改变四轮动力分配，减少横向侧翻的可能，一般安装在扶手盒位置，因车而异。此传感器坏了车身稳定系统失效|车主说：哪个扶手盒|技师说：或者是在方向管柱附近|车主说：什么样子的|技师说：像个方盒似的。,像个方盒子，在转向柱附近。,,,,,,,
Q21547,Jeep,自由客,自由客最近点火无力、今天差点没打着，车子两年多、跑了5w多公里,技师说：你好，这种情况是电瓶电压不足导致的，需要更换蓄电池。|车主说：有些说电瓶可以用五六年？|技师说：这要看车型和电瓶型号|技师说：这款车的只用得到两年左右|车主说：不会是火花塞的问题？|技师说：点火无力和火花塞有什么关系！|车主说：火花塞需要清洗吗|技师说：不需要哈|车主说：买什么牌子好|技师说：原装的最好是不要买其他品牌的,你好，根据你的描述，这是电瓶电压不足导致的。需要更换电瓶。,,,,,,,
Q66348,丰田,花冠,请问一下，买车时花冠是国三标准的车，现在去检测中心查询是国二的，是怎么回事？能否改？,技师说：你好，这个可以找黄牛看看能不能改，不能改的话，这车没必要要，不行|车主说：自己的车，今年11月份可能限制市区行驶，想决定是否还留着。|技师说：国二的就不能行驶。你是成都的？|车主说：上次问的你们，说05花冠是国三，但是去检测站查询是国二，河北唐山的。|技师说：他内部网络设定的|车主说：据说北京的可以改，看环保局网站的登记。|技师说：给点钱就可以改|车主说：好吧|车主说：试试看|技师说：对的|技师说：只要有关系，就没有办不了的事|车主说：但愿吧，还想再用几年。现在还有一辆迈腾用跑长途，上下班用这个。|车主说：关键是卖了也卖不了多少钱。|技师说：这车挺不错的。耐用，故障率低|车主说：是，尽管快13年了，但是现在还非常好用。比这个|车主说：迈腾省心多了,这个只有找关系把国二改成国三，不行的话就改不了。现在限制国二的，改不了就开不了,,,,,,,
Q52521,奇瑞,瑞虎7,汽车右前轮的温度比其他三个胎温度要高是什么原因，一直是这样,技师说：您好，多少公里的车？温度多少 其他的胎温是多少？|车主说：3400公里|车主说：才买的时候就这样|技师说：温度都是多少|车主说：右前轮今天早上行驶时是8℃，左前轮是7℃，后面两轮是3℃|技师说：这个正常不是故障，放心吧。|车主说：反正右前轮的温度总是比其他三个轮要高点，|技师说：在汽车行驶的过程中，刹车的时候，前轮的刹车力距比后轮大，摩擦出来的温差是比较大的，这个点儿温差不算什么，正常，放心吧。|车主说：汽车5000公里保养，现在3500能去保养吗|技师说：没有必要去的太早，5000公里或者半年先到为准就可以。|技师说：如果您过年的时候跑长途。怕保养的时间超了，可以在。过几天去保养。|车主说：4s店一般什么时候放假|车主说：售后|技师说：腊月27左右吧|车主说：什么时候上班|技师说：每个4s店都是不一样的。您可以致电4s店咨询一下。|车主说：首保大概多长时间能做完|技师说：首保的时候只需要更换免费的机油和机滤就可以了，如果不排队等待的话，半小时搞定。,您说的这个情况属于正常现象，汽车在行驶过程中，刹车的时候，前轮的刹车力距会比后轮大，摩擦后的温度要比较大 只要是车轮转动灵活 刹车回位良好 就没事 放心吧,,,,,,,
Q17326,大众,速腾,2012款速腾空调不制冷，按A/C开关没有反应是空调控制面板的问题吗？,技师说：你好，这个故障码同时报一般还是面板本身的问题了，还可以检查一下编码和重新做了压缩机初始化设置再看|车主说：按AC键AC灯不会亮，还会不会有其他问题了？|技师说：其他不会,先做一下编码看，如果还不行就得更换面板,,,,,,,
Q19134,雪佛兰,赛欧,赛欧的右侧车门被车碰了一下，不好开门了，应该怎么修，需要多少钱,技师说：你好，有图片吗|技师说：看一下损坏成都，钣金喷漆便宜点，更换门子就稍微贵点了|车主说：没有图片|车主说：车别人开走了|车主说：就让别人轻轻碰了一下，导致车门不好开了|车主说：外边没有损伤|技师说：没有划痕和掉漆情况吗|技师说：这样的话，你就直接开去钣金喷漆的地方，让他们给你调一下门锁锁钩的位置，或者检查下折页就行了|技师说：正常来说门子不好开了，还是有地方变形了，没有图片我也不好说就一定需要钣金|车主说：没有划痕和掉漆，就轻轻的碰了一下|车主说：钣金多少钱|技师说：如果需要凹陷处理需要200左右，如果简单调修处理一下不用花钱,没有图片的话不好说，如果需要凹陷处理大概200元左右，，如果需要简单的调调缝隙就不需要费用，直接去钣金的地方调一下就行,,,,,,,
Q33597,本田,本田CR-V,你好，我的本田cRv.17年8月买的，今天发现机油增多，超过标尺上线差不多一公分，这对发动机有没有什么伤害？,技师说：你好，这属于汽车厂家设计原因，根据厂家回复不影响车辆的正常使用。|车主说：发现有汽油味，肯定汽油漏进机油了|技师说：嗯，现在是1.5T涡轮增压发动机的通病。|技师说：冷车启动喷油量太大。|车主说：现在我可以行驶吗|技师说：可以的，不影响正常行驶。|车主说：我到4s4店有一百二十公里|技师说：嗯，去4S店也给你处理不了的。|技师说：现在厂家还没有更好的处理办法。|车主说：哦，这样的|车主说：？|技师说：是的。|车主说：请问，那我现在怎么办？|技师说：保养的时候再给4S店反馈一下，看看厂家有没有处理方案。|车主说：嗯，好的，|车主说：谢谢啦|技师说：不客气。,这种情况在1.5T涡轮增压发动机上会有发生，主要在气温过低的地区才有发生，不会对车辆造成大的伤害，密切关注厂家处理结果。,,,,,,,
Q14987,日产,天籁,麻烦师傅们告知一下，天簌2.3大修包里的这个垫子是装哪的,技师说：你好，这是油底壳的螺母的垫子|车主说：放油螺丝吗|技师说：是的|车主说：不对，比不合|技师说：这个垫子旋到，螺母上，然后，上紧压扁就可以的。一个大修包，就一个的。服务店常遇到的。|车主说：另外的哪个您知道是哪的吗|技师说：哪个不知道??|技师说：看看是正时链条盖板，或者机油座部位。建议|车主说：谢谢！我在比比看|技师说：不客气,发动机油底螺栓的垫子，材质是铜质的。,,,,,,,
Q5461,宝马,宝马1系(进口),10万公里，接近6年，正常保养，冷车异响，怠速高，一分钟后恢复正常，启动时候有报警，行车电脑上会出现小叹号，然后会出现下图的标志，是什么原因呢？今天没开车没法拍实物图,技师说：你好，这是冷却液位低，响声是发动机外部还是发动机内部呢|车主说：异响就是松刹车和踩刹车的时候，会有异响和轻微抖动，一两分钟以后怎么踩就没事了|技师说：[图片]|车主说：冷却液这个标志就说明该添加了是么？大概多少钱呢|车主说：对对，就是这个标志|车主说：然后下面标注的位置有个小叹号|车主说：[图片]|技师说：冷却液位低报警分正常消耗，就是时间久了，需要添加，还有就是漏，需要检查那里漏，然后维修|车主说：明白了|车主说：谢谢|车主说：冷却液可以买了自己添加么|技师说：异响需要检查是外部还是内部响，外部像皮带，惰轮，发电机皮带轮时间长了老化都会有异响，发动机内部，液压挺筒泄压也会响，机油脏了或缺机油都会响，需要找修理店检查，|车主说：好的，明白了，谢谢了|车主说：冷却液不需要专业设备吧？自己就可以买了加吧？|技师说：不客气，防冻液如果是补加，用蒸馏水就好，如果是自己加注意要冷车打开小水壶，避免烫伤|车主说：好的，谢了|技师说：不客气|车主说：您好|车主说：还在么|车主说：[图片]|车主说：那个黄色的是冷却液口么|技师说：对，那个黄色标签，|车主说：好的谢谢|技师说：[图片],图上的报警是冷却液位低，如果是长时间没有检查添加，冷车状态打开添加蒸馏水就好，如果添加了还报警，可能有漏，需要检查，冷车异响，需要检查是外部响还是内部响，外部皮带惰轮都有关系，内部液压挺筒有关系,,,,,,,
Q73164,荣威,荣威350,早上冷车怠速的时候水温表现实零，车子热车后发动机有抖动后显示两格水温。有时行走至二挡加油嘭的一声响什么原因？放离合有呼呼的响声。行车途中也有响声。请问大师什么原因？,技师说：你好车主，根据你的描述，有可能是离合器打滑，以及变速箱内部轴承异响。具体可以重点检查排除一下。|车主说：是需要更换离合分离轴承压盘吗|技师说：还要检查导向轴承|技师说：[图片],根据你的描述，需要更换离合器三件套。另外需要检查听下是不是变速箱内部轴承异响。,,,,,,,
Q31318,吉利汽车,帝豪GS,我车是吉利臻尚版Gs，1.3T自动！开了快三个月，感觉有时候起步给油起不来，用力一点就有点往前窜，就感觉有时候起步肉！这是正常现象么？,技师说：你好。车子行驶多少公里，出现这个情况多长时间了|车主说：2000多一点   应该是就最近吧！刚提车没有注意这个问题，现在会在意这些驾驶上的感受|技师说：你好。新车应该没有问题的，应该处于一个磨合期阶段|技师说：你好。正常情况一个是油或者节气门问题，但是你的是新车。一般情况不会太大问题的。建议你的车子是在质保期可以让ssss店，给你检查一下，如果有质量问题可以免费维修|车主说：但是油耗也偏高了，我上次加了200的油，算了下一公里要1.4元|技师说：你好，这个车子一公里那么高|技师说：你好，正常新车油耗会高点，但是不可能高出来那么多啊|车主说：[图片]|车主说：[图片]|技师说：你好，这个情况新车油耗那么高。建议检查一下刹车是不是太紧导致的。如果是发动机这个肯定有问题，建议到ssss店全面检查一下|车主说：刚好这几天要去做首保，到时候一起检查|技师说：你好，这个首保时候检查一下看看，建议先检查一下刹车看看|车主说：嗯嗯好的！谢谢|技师说：不客气，后面有什么问题随时联系，谢谢你对汽车大师支持,根据你的描述 1.你的这个情况应该是因为节气门，油。刹车问题导致的 2.你的车子在质保期，而且是新车，建议让他们给你检查一下，如果有质量问题可以免费更换,,,,,,,
Q21080,奥迪,奥迪A8,借朋友的车，自己开车撞住奥迪A8了，今天送到4S店了，明天下午鉴定结果才出来，也不知道大概要多少钱，具体车型也不知道是什么，你看看，能帮我估估价,技师说：你好，维修费用大概估算，5万以上，这是奥迪A8L|车主说：轮胎都坏了，后保险杠也坏了光这俩样都要换新的，4S|车主说：都知道4s店的收费是比较高的，|车主说：车是吕材质不知道能钣金喷漆不能|车主说：今天4s店的维修人员说估计要一辆中级轿车的钱修好这辆车，所以非常担心，因为借别人的车也撞的不轻呢|技师说：新款的啊？？全铝车身，无法钣金，那价格就高了去了，15万以上了。|车主说：[图片]|车主说：[图片]|车主说：2014款|车主说：你看这是哪一款呢奥迪A8哪一款|车主说：后保险杠、车轮胎、后尾灯这几样都得换新的|车主说：这是我自己感觉的|技师说：看不出来。这个主要是看车辆车架号|车主说：你感觉20万以内能修好吗，|技师说：差不多，毕竟底盘别的零部件有没有问题还不确定|车主说：[图片]|车主说：[图片]|车主说：亲在吗，麻烦你看是哪款车|技师说：[图片]|车主说：那根据现在现有的信息，修下来大概需要多少钱|技师说：15--20|车主说：[图片]|车主说：[图片]|技师说：只是估算,你好，维修费用大概估算，15万以上，这是奥迪A8L,,,,,,,
Q37109,丰田,YARiS L 致炫,转速过高，1.5自动的，120迈的时候3000转出头，是什么问题,技师说：[语音]|车主说：这个是对|技师说：[语音]|车主说：别人说他们的车，120才不到2500，也就两千二三|车主说：新款的是不是5速的|技师说：[语音]|技师说：[语音]|车主说：我的应该是老款的|车主说：vvt好像|技师说：[语音]|车主说：我今年下半年开了两万来公里|车主说：有啥该注意的|技师说：[语音]|车主说：哦哦，好的|车主说：没问题就行|技师说：[语音]|车主说：但是感觉这段时间这发动机声音太大了|技师说：[语音]|车主说：还有种感觉，踩油门的感觉不太好，感觉像拖泥带水，噪音大|技师说：[语音]|车主说：[图片]|车主说：我前段时间换的这个机油|技师说：[语音]|车主说：那我明天检查一下节气门去吧|车主说：清洗一下大概什么价|技师说：[语音]|车主说：好的,这个是正常现象呀，并不是说明车站存在问题。,,,,,,,
Q13557,海马,海马M6,冷却液不足可以加其它冷却液吗,技师说：你好，最好是用防冻液，你用纯净水也可以，只是会稀释防冻液效果，降低冰点|车主说：就是其它防冻液。牌子不一样|技师说：颜色一样就可以|车主说：没有影响吧！|技师说：不影响。放心用|车主说：谢谢！|技师说：没事|车主说：那发动机机油不足可以添加其它机油吗|技师说：这个不行。要用一样的|车主说：如果机油不足，怎么办？要整个换吗|技师说：整个更换。或者用同样品牌没有加完呃呃|车主说：同样品牌型号要一致吗|技师说：一样|车主说：什么意思？|技师说：要同样型号，品牌，才可以|车主说：知道了,颜色一样。可以混加。没问题,,,,,,,
Q36917,别克,别克GL8,09年GL8第6缸有时不工作到档最明显，火花塞缸线点火线圈更换了都不行气缸压力9个多一点，火花塞上全是气油。,技师说：您好，检查喷油嘴是否损坏滴漏|车主说：油嘴没事|技师说：火花塞全是汽油的话，要么火花塞不跳火，要么喷油嘴喷油过多造成淹缸|车主说：[图片]|车主说：[语音]|车主说：[图片]|车主说：[语音]|技师说：这样测试不了是否滴漏的，你是修理工？|车主说：[语音]|车主说：[语音]|技师说：喷油嘴滴漏是不喷油状态，可以和其他缸喷嘴换位测试|车主说：[语音]|车主说：[图片]|车主说：[图片]|技师说：曲轴位置传感器先看一下,检查曲轴位置传感器,,,,,,,
Q50400,宝马,宝马X1,宝马X1钥匙掉了一把，配把钥匙要多少钱？,技师说：去您当地的汽配城配把钥匙价位在400元，需要用专用电脑来进行匹配复位信号才可以！|技师说：汽车大师竭诚为您服务！|车主说：我们当地的没有汽配城|车主说：是要到4S店配还是找个修车的就行啊？|技师说：汽修厂一般没有这业务，有专业的配钥匙的地方价格还便宜点！|车主说：好的，谢谢！,去您当地的汽配城配一把钥匙价位400元，需要用专用电脑来将智能钥匙与车身电脑进行复位！,,,,,,,
Q56701,奔驰,奔驰S级,08年550报蒸发系统严重泄漏,技师说：现在车辆是什么故障现象|车主说：发动机故障灯亮。费油|技师说：是加完汽油后出现的么。 还是车辆正常使用亮了这个故障灯|技师说：还要告诉我一下您这车是美规的么|车主说：正常行驶|技师说：是美规的么|车主说：下班了。明天给你看一下|技师说：这个故障如果不是美规的。最有可能就是碳罐坏了。或者碳罐电磁阀有问题。还要看一下邮箱盖是否拧严了|技师说：如果是美规的。就要检查一下油箱可能存在漏气的地方 检查碳罐。碳罐电磁阀。油箱盖密封这些。 还要注意是不是加完油才出现的。|车主说：要是加完油出现呢|技师说：那就删除故障码。买燃油添加剂加一瓶。跑一段时间|技师说：要买质量好一些的燃油添加剂|技师说：最好是原厂的燃油添加剂|车主说：[图片]|车主说：出场名牌美丽|车主说：没了|技师说：你有时间先看一下碳罐电磁阀是不是坏了。与碳罐是不是内部坏掉了。连接在碳罐上的管是不是掉了|车主说：嗯|车主说：碳罐电磁阀在那个位置|技师说：S的在主驾驶减震器附近。发动机舱内|车主说：电磁阀测试没问题|车主说：碳罐坏了有关系吗|技师说：有关系啊。油箱只要是不密封了 检测到燃油箱泄漏就会出现这个故障|技师说：你看你第一章图片发的那个提示。其实就是指的油箱有燃油蒸汽漏出去了,此故障码表示燃油箱密封存在问题。例如油箱盖未关闭。碳罐电磁阀畅通 碳罐损坏都会造成这个问题。包括燃油品质不佳都是可能会引起此故障代码。 建议车辆重点从油箱通风系统。包括油箱碳罐是否存在问题,,,,,,,
Q48531,大众,朗逸,大众朗逸离合太重怎么办？能解决吗？大众，朗逸噪音，特别大。主要是在前面两个轮的。,技师说：首先离合器过重可以让师傅调一下，噪音大的话让师傅检查一下内球笼漏油和下摆臂是否有磕碰情况,首先离合器重让师傅调一下，轮毂噪音大检查一下下摆臂和内囚笼胶套是否有破损情况！,,,,,,,
Q47168,本田,雅阁,你好 02年2.0六代雅阁不点火，更换分电器总成和曲位传感器后任然不能启动，是什么原因?谢谢！,技师说：你好，有高压火吗？|技师说：线路检查有没有问题|车主说：没有高压火|车主说：185****3081|车主说：155****3081可以微信咨询吗|技师说：你好，平台规定不能留联系方式，谅解！|技师说：可以发图片或者是视频音频都可以|车主说：钥匙灯长闪|技师说：应该是防盗系统激活了|技师说：需要用电脑诊断仪读取发动电脑报什么故障|车主说：好，谢谢|技师说：如果是防盗激活，需要用专用软件解锁防盗的|车主说：好，谢谢。|技师说：不客气,根据咨询者提供的信息来分析，这个情况一般是发动防盗系统激活，建议使用专用软件解锁或者是去修理厂或4s店解锁防盗，鉴于车龄较长，建议对车辆线路做一下全面检查，以排除存在的线路隐患。,,,,,,,
Q47729,吉利汽车,帝豪,停在房子下面被雪压塌了一块能无损修复吗？,技师说：你好，看图，这种情况只能吸出来，但是也不能修复的和之前一样！,你好，看图，无损修复好后，也是修复不了和之前一样的！ 只能钣金整形喷漆效果好的！,,,,,,,
Q34144,长安,长安CS75,被人追尾了 尾门是不钣金修复不好了呢？,技师说：你好，后尾门也可以通过钣金喷漆维修修复好的，不用担心的！亲|车主说：[图片]|技师说：如果您报保险的话可以更换后尾门，费用都由保险公司来承担！|车主说：这种情况 更换尾门比较好吧|技师说：是的|车主说：好的 谢谢,如果这种情况您有保险的来进行索赔处理的，可以进行更换尾门处理！,,,,,,,
Q13827,别克,君越,06款4缸别克君越发动机灯亮提示动力下降，报p0315和P2138.加上踩油门踏板很重，所以换了油门踏板传感器，并学习曲轴位置传感器公差但不成功，请问应该如何检修？,技师说：你好，正时有看进吗|技师说：检查一下点火正时，和更换曲轴位置传感器看看吧|车主说：[图片]|车主说：曲轴这个故障码学习就没有故障码了，现在就有这两个故障码|车主说：油门踏板换了也不得,你好，检查一下点火正时和更换曲轴位置传感器。,,,,,,,
Q27752,雪铁龙,毕加索,毕加索码表传感器在什么位置！有图片吗,技师说：您好，在变速箱差速器的半轴附近,在变速箱半轴附近,,,,,,,
Q73599,大众,迈腾,17款迈腾换气囊电脑如何匹配,技师说：您好，气囊电脑没有匹配项目，直接编码就可以|车主说：要用什么解码器|车主说：431行吗|技师说：我没用过431，里面的功能不太清楚，控制单元分KWP和UDS两种诊断协议，只有支持相同的协议才可以|车主说：我还有5054可以用吗|技师说：5054是什么？VAS-PC|车主说：编码如何操作我是新手|技师说：如果是VAS-PC只能连接试试，有些软件没办法更新最新的UDS插件，所以有些控制单元无法识别|技师说：直接进气囊控制单元   进编码就可以,编码就可以，不需要匹配,,,,,,,
Q39141,起亚,起亚K5,大师你好，我车是13年起亚K5自动挡，今天开出去发动机突然抖动厉害，之前没有这种现象，请问这是怎么回事？,技师说：你好，是行驶过程中抖动吗？还是说怠速的时候也抖动？发动机故障指示灯有没有点亮？|车主说：行驶过程中不抖动，怠速抖动，发动机故障灯没有亮|技师说：行驶过程中动力这些有没有影响？|技师说：如果行驶过程中没有问题的话，只是怠速有抖动，那你这个重点检查一下节气门脏不脏，脏的话将节气门清洗一下。|技师说：如果还是不对的话，就将火花塞，点火线圈检查一下，检查一下燃油品质。|车主说：动力似乎没有影响|技师说：通过您的故障描述来说，只是怠速有抖动的话，你这个有节气门太脏的可能性更大。|技师说：先检查下|技师说：清洗了之后用电脑做一个复位|车主说：好的|技师说：??，问题不大，先按照我说的方法检查一下，有什么不明白的可以随时联系我，您可以点击关注。|车主说：大师，刚侧了一下，4缸缸压5，1、2、3缸缸压10|技师说：缸压5.的话肯定缸压不够，肯定会有失火的现象。|技师说：多少公里了？你用内窥镜看一下里面缸内是否是积炭很多。|技师说：像您这种情况，其他三个缸正常，而突破出现这种情况的话，那有可能是积炭过多。导致活塞环偶发性的密封不严。|技师说：将近期到燃烧室积碳清洗一下，清洗了之后，加油门，跑一下拉下高速再来看看呀。|技师说：如果还是刚压不足的话，那您这个有可能就是要修发动机了。|车主说：好的|技师说：看一下火花塞燃烧的是什么情况？是不是燃油品质有问题？这种一般是燃油品质引起的。|技师说：如果按照我说的那种方法刚压恢复正常的话，那您之后的话需要加燃油全部更换了。|技师说：然后将汽油滤清器也更换了|车主说：好的，我试试|技师说：??,你好，怠速不稳一般是由于混合比异常，燃烧不好导致的，如果说车辆行驶没有异常，只是怠速不稳定话，建议您重点先检查下节气门脏不脏，脏的话，将节气门清洗了，做个复位在观察，如果还有异常的话再来检查火花塞，点火线圈，燃油系统等是否异常。,,,,,,,
Q60440,大众,帕萨特,1.8T帕萨特，12款  加几号汽油？？,技师说：你好，用95积碳少，动力好。92容易爆震，抖动|车主说：具体是什么意思|技师说：用95，对车子好|车主说：哦|车主说：我的防冻液有点漏，护板上有很多，是水泵坏了还是那里？|技师说：检查水泵，水管|车主说：先用着能不能行|车主说：维修的说让我先用着|技师说：最好是处理了，防止高温|车主说：哦|车主说：机油5000左右就缺了，烧机油严重不？|技师说：有一点。检查废气阀。还要用0-40的机油。降低机油消耗|车主说：大修有用吗？|技师说：大修可以解决|车主说：那个4s店能给保修吗？我的是10年16万公里保修的|技师说：这个就不太清楚了。你要问问4s店|车主说：哦|车主说：我加的嘉实多极护|技师说：你用美孚一号|车主说：哦|车主说：嗯好的谢谢了,用95积碳少。动力好，你用92容易积碳增加，爆震加大,,,,,,,
Q2077,吉利汽车,帝豪,防滑灯亮起来关不了怎么回事？,技师说：[语音]|车主说：防滑灯传感器在什么位置？|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|技师说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音]|技师说：很高兴为你解答,你好，根据故障现象分析，一般是传感器或者线路问题，建议先用解码器调取故障码，根据故障码排除故障，,,,,,,,
Q81899,大众,途观,途观2.0  4驱   为什么我的车子车速达到155到160的时候就开始抖动。抖动，是从底盘悬挂传来的能感觉到松旷的声音。,技师说：你好，多少公里了，是不是感觉方向盘明显来回抖动，这种情况下，重点检查底盘上面的胶套和动平衡，轮胎磨损和四轮定位检测等|车主说：方向盘不是来回抖动|车主说：感觉是从底下传来的|车主说：减震器  胶套  都刚换不久|技师说：低速行驶加油门这些都是正常的噻，|车主说：17.6万公里|车主说：轮胎也刚换|车主说：正常的|技师说：这种情况下，检查一下三角臂胶条，平衡杆胶条，还有就是后面刀臂胶套等|车主说：三角臂胶套  平衡杆胶套都刚换|车主说：新的|技师说：全部都更换了吗？那检查一下后面刀臂胶条，这个厂家都有文件的，重点检查一下必要时更换|车主说：刀臂胶套是不是铝合金那个|技师说：都是后面，悬挂上面的，|车主说：感觉后面没事啊|车主说：时速155以内都正常|技师说：这个先检查简单的，看你更换了很多东西了|车主说：检查了   避震四个也刚换|技师说：抖动是不是整个车身都感觉得到吗？|车主说：不知道为什么这样|技师说：这个一般都是平衡问题或者说胶条松矿，四轮定位检测导致|车主说：抖动很明显是前面俩车轮传来的  松旷的感觉|技师说：如果是前轮还需要检查半轴|车主说：会不会是球头|技师说：三脚臂，前面的胶条有松矿没有，你更换的是后面支座噻|车主说：半轴是不是就是球头和连接杆|技师说：对的链接在羊角上面的，这些都需要检查|车主说：半轴就是传动轴？|车主说：还是转向的那个|技师说：传动轴|技师说：这个四驱车，传动轴也是重点检查对象|技师说：还有一种金典案例，电子方向机出现问题，也会导致这种情况，先简单到复杂检查，检查胶套，和链接球头这些是否，正常，先简单到复杂，不要盲目维修,你好，重点检查底盘上面的胶条和球头这些是否存在问题，先简单到复杂。,,,,,,,
Q69381,大众,一汽-大众CC,2011年大众cc2.0t 胎压没问题，但是频繁的报警亮故障灯，到汽修店清故障码，清完没几个小时又亮，还亮epc故障灯上路跑几公里故障灯又消失了，是不是胎压传感器坏了,技师说：你好，这个关键看报什么故障码，这个车没有单独的胎压传感器通过轮速传感器速度来判断的，同时亮EPC就不是胎压影响的，检查一下发动机涡轮管路有没有漏气，这个会同时出现胎压报警|车主说：反正是先亮胎压灯，再亮epc灯的，跑一段路epc消失，胎压灯也消失，|技师说：先读一下故障码才行，不会是胎压的问题，胎压的问题只是亮胎压灯|车主说：我去了汽修店这个故障灯不亮了！拿去读码也读不出来！|技师说：不会的，只要亮过灯就一定会有历史故障存储的|车主说：每次上路就会亮、烦死了！有一次还油门踩到底提不起速度！既然不是胎压问题那一般是什么问题呢！我机油都刚换过！|车主说：大师、请赐教啊|技师说：还是刚才说的先检查一下涡轮增压器管路，一般都是这个管路漏气导致的，去检查一下故障码如果有进气流量不可信的故障码就得检查这个|车主说：好的！谢谢大师|技师说：不客气,检查一下故障码才行，应该是涡轮增压管路漏气,,,,,,,
Q36213,大众,帕萨特,请问我这个机器盖用换新的吗，走的保险换新的好还是修复好,技师说：你好，你是说机舱盖吗？|车主说：对，前机盖左前边那个边那凹进去了|技师说：你好，看起来不是太严重，这个情况建议还是维修比较好的|车主说：保险公司定损的说不用换敲出来再喷漆就行了，我爬他坑我……我不太懂|技师说：你好，这个是需要钣金工处理以后，从新喷漆就可以的，|技师说：你好，看了整体没有什么问题，不需要换整个的，|车主说：哦哦，换机器盖有什么不好的地方吗，或者说对以后再卖车价格会不会有影响|技师说：你好，这个没有的，如果换原厂的没有任何影响的|车主说：好的，谢谢|技师说：不客气，后面有什么问题随时联系。谢谢你对汽车大师支持。,根据你的情况 1.这个需要进行钣金工处理以后，从新喷漆就可以的，不需要换整个的 2.如果换整个，只要是原厂的，没有任何影响的,,,,,,,
Q21263,大众,夏朗,夏朗12款换火塞ngk1675多少钱,技师说：你好，这个大致500左右4S店|车主说：谢谢你|技师说：没事,你好！大致500左右4S店。,,,,,,,
